6.943184420299997051e-02,5.000000000000000000e-01,5.000000000000000000e-01
1.127016653789999490e-01,2.113248654049999509e-01,5.000000000000000000e-01
1.127016653789999490e-01,5.000000000000000000e-01,2.113248654049999509e-01
1.127016653789999490e-01,5.000000000000000000e-01,5.000000000000000000e-01
1.127016653789999490e-01,5.000000000000000000e-01,7.886751345950000491e-01
1.127016653789999490e-01,7.886751345950000491e-01,5.000000000000000000e-01
2.113248654049999509e-01,1.127016653789999490e-01,5.000000000000000000e-01
2.113248654049999509e-01,2.113248654049999509e-01,2.113248654049999509e-01
2.113248654049999509e-01,2.113248654049999509e-01,5.000000000000000000e-01
2.113248654049999509e-01,2.113248654049999509e-01,7.886751345950000491e-01
2.113248654049999509e-01,5.000000000000000000e-01,1.127016653789999490e-01
2.113248654049999509e-01,5.000000000000000000e-01,2.113248654049999509e-01
2.113248654049999509e-01,5.000000000000000000e-01,5.000000000000000000e-01
2.113248654049999509e-01,5.000000000000000000e-01,7.886751345950000491e-01
2.113248654049999509e-01,5.000000000000000000e-01,8.872983346210000510e-01
2.113248654049999509e-01,7.886751345950000491e-01,2.113248654049999509e-01
2.113248654049999509e-01,7.886751345950000491e-01,5.000000000000000000e-01
2.113248654049999509e-01,7.886751345950000491e-01,7.886751345950000491e-01
2.113248654049999509e-01,8.872983346210000510e-01,5.000000000000000000e-01
3.300094782079999733e-01,5.000000000000000000e-01,5.000000000000000000e-01
5.000000000000000000e-01,6.943184420299997051e-02,5.000000000000000000e-01
5.000000000000000000e-01,1.127016653789999490e-01,2.113248654049999509e-01
5.000000000000000000e-01,1.127016653789999490e-01,5.000000000000000000e-01
5.000000000000000000e-01,1.127016653789999490e-01,7.886751345950000491e-01
5.000000000000000000e-01,2.113248654049999509e-01,1.127016653789999490e-01
5.000000000000000000e-01,2.113248654049999509e-01,2.113248654049999509e-01
5.000000000000000000e-01,2.113248654049999509e-01,5.000000000000000000e-01
5.000000000000000000e-01,2.113248654049999509e-01,7.886751345950000491e-01
5.000000000000000000e-01,2.113248654049999509e-01,8.872983346210000510e-01
5.000000000000000000e-01,3.300094782079999733e-01,5.000000000000000000e-01
5.000000000000000000e-01,5.000000000000000000e-01,6.943184420299997051e-02
5.000000000000000000e-01,5.000000000000000000e-01,1.127016653789999490e-01
5.000000000000000000e-01,5.000000000000000000e-01,2.113248654049999509e-01
5.000000000000000000e-01,5.000000000000000000e-01,3.300094782079999733e-01
5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01
5.000000000000000000e-01,5.000000000000000000e-01,6.699905217920000267e-01
5.000000000000000000e-01,5.000000000000000000e-01,7.886751345950000491e-01
5.000000000000000000e-01,5.000000000000000000e-01,8.872983346210000510e-01
5.000000000000000000e-01,5.000000000000000000e-01,9.305681557970000295e-01
5.000000000000000000e-01,6.699905217920000267e-01,5.000000000000000000e-01
5.000000000000000000e-01,7.886751345950000491e-01,1.127016653789999490e-01
5.000000000000000000e-01,7.886751345950000491e-01,2.113248654049999509e-01
5.000000000000000000e-01,7.886751345950000491e-01,5.000000000000000000e-01
5.000000000000000000e-01,7.886751345950000491e-01,7.886751345950000491e-01
5.000000000000000000e-01,7.886751345950000491e-01,8.872983346210000510e-01
5.000000000000000000e-01,8.872983346210000510e-01,2.113248654049999509e-01
5.000000000000000000e-01,8.872983346210000510e-01,5.000000000000000000e-01
5.000000000000000000e-01,8.872983346210000510e-01,7.886751345950000491e-01
5.000000000000000000e-01,9.305681557970000295e-01,5.000000000000000000e-01
6.699905217920000267e-01,5.000000000000000000e-01,5.000000000000000000e-01
7.886751345950000491e-01,1.127016653789999490e-01,5.000000000000000000e-01
7.886751345950000491e-01,2.113248654049999509e-01,2.113248654049999509e-01
7.886751345950000491e-01,2.113248654049999509e-01,5.000000000000000000e-01
7.886751345950000491e-01,2.113248654049999509e-01,7.886751345950000491e-01
7.886751345950000491e-01,5.000000000000000000e-01,1.127016653789999490e-01
7.886751345950000491e-01,5.000000000000000000e-01,2.113248654049999509e-01
7.886751345950000491e-01,5.000000000000000000e-01,5.000000000000000000e-01
7.886751345950000491e-01,5.000000000000000000e-01,7.886751345950000491e-01
7.886751345950000491e-01,5.000000000000000000e-01,8.872983346210000510e-01
7.886751345950000491e-01,7.886751345950000491e-01,2.113248654049999509e-01
7.886751345950000491e-01,7.886751345950000491e-01,5.000000000000000000e-01
7.886751345950000491e-01,7.886751345950000491e-01,7.886751345950000491e-01
7.886751345950000491e-01,8.872983346210000510e-01,5.000000000000000000e-01
8.872983346210000510e-01,2.113248654049999509e-01,5.000000000000000000e-01
8.872983346210000510e-01,5.000000000000000000e-01,2.113248654049999509e-01
8.872983346210000510e-01,5.000000000000000000e-01,5.000000000000000000e-01
8.872983346210000510e-01,5.000000000000000000e-01,7.886751345950000491e-01
8.872983346210000510e-01,7.886751345950000491e-01,5.000000000000000000e-01
9.305681557970000295e-01,5.000000000000000000e-01,5.000000000000000000e-01
