-0.045777,0.17284,0.092028,0.15762,0.0012209,0.011331,-0.32579,0.21819,0.11498,0.1334
-0.11419,-0.064869,-0.14799,0.061373,-0.037103,0.01224,-0.041168,-0.05085,0.14772,-0.28505
-0.059229,-0.13574,-0.019978,-0.017049,0.11178,0.045194,0.036023,0.045696,0.015443,-0.079613
-0.010914,0.17875,0.093443,0.14885,-0.0061069,0.070028,-0.36029,0.20137,0.048256,0.14604
-0.11546,-0.073533,-0.15447,0.0052554,-0.046051,-0.034481,-0.0031167,-0.052209,0.10031,-0.23298
-0.060441,0.098068,-0.13286,-0.058417,-0.027846,0.29514,0.073006,-0.13523,-0.26168,-0.16274
0.039963,-0.25492,-0.07826,0.085356,-0.083269,0.26569,-0.1113,0.10532,0.32683,0.014119
-0.16609,0.31905,-0.036024,-0.18042,0.028121,0.089747,-0.065619,0.17504,0.015477,-0.1078
-0.17039,0.11461,-0.10594,-0.056741,-0.0058628,0.068289,-0.12969,0.055192,-0.11664,-0.12556
0.15099,-0.21378,-0.049766,-0.0092756,-0.031404,0.34557,0.11879,0.037464,0.072073,0.31737
-0.10691,0.23137,0.092238,-0.20787,0.14021,0.17532,0.10663,0.068925,-0.095686,-0.12517
-0.077313,-0.062687,0.024593,-0.020578,0.046453,0.075256,0.028326,-0.078272,-0.10947,-0.066188
0.065449,0.14263,-0.11743,0.2114,-0.092814,0.15549,0.016238,-0.034711,0.19548,0.028776
-0.12889,-0.012249,-0.069654,-0.078187,0.1793,-0.026624,0.10341,-0.074137,-0.071174,-0.050196
-0.084761,0.091323,-0.12914,-0.16644,-0.0194,0.15905,-0.002446,0.090766,-0.12427,0.12602
0.044399,-0.15912,-0.13943,-0.11367,-0.13355,0.34874,-0.011048,0.14193,0.072857,0.19803
-0.23657,0.3304,-0.084709,-0.23142,0.094215,0.054464,0.014258,0.20081,0.046611,0.14299
0.015671,0.086192,0.19195,-0.2922,-0.26571,0.12635,0.29035,0.034258,0.045531,-0.028997
0.047593,-0.077588,-0.11332,-0.064786,-0.22201,0.27942,0.025674,0.046274,-0.066286,0.057638
-0.14621,0.21035,0.10009,-0.037876,0.1664,-0.010735,0.12886,0.16348,0.28882,-0.017057
-0.27907,-0.10045,0.11469,-0.086603,0.04595,-0.11853,0.081897,0.0035141,0.028152,0.35029
-0.011243,-0.09689,0.20918,0.32991,0.039165,0.081237,0.089226,0.31109,0.033644,-0.34077
0.36483,0.1151,0.090943,-0.13044,0.18136,0.10051,-0.027483,-0.072811,0.037767,-0.15839
-0.19452,-0.18603,0.21775,0.017317,0.34223,0.25499,-0.34871,-0.046238,-0.19213,0.12432
0.16429,0.026319,0.06774,0.1661,0.091391,-0.086508,0.097146,0.29341,-0.24695,0.071666
-0.04177,0.078089,-0.10278,-0.057547,0.091546,0.1422,0.15285,-0.060843,0.41888,0.026656
-0.063286,-0.24764,0.17349,-0.06384,0.10798,0.043271,0.044844,-0.046936,0.064962,-0.0006308
0.0042513,-0.023354,0.0061463,0.23151,0.089477,0.07643,0.38889,0.30899,-0.16358,0.063393
0.49605,0.057921,0.14392,-0.21719,0.3368,-0.035896,-0.06625,0.067116,0.10064,0.0069559
-0.082603,-0.17912,0.23634,-0.14172,-0.031116,0.034409,-0.032393,-0.029002,0.041352,-0.065286
0.018294,-0.015883,-0.0075517,0.17438,0.039283,0.058712,0.28513,0.27708,-0.19799,-0.049305
0.25156,0.090063,-0.023787,-0.13555,0.21597,0.058339,0.12369,-0.067753,0.15396,-0.015409
-0.043043,-0.11753,0.041287,-0.094778,0.15255,-0.08235,0.053292,0.042977,-0.095425,0.112
-0.0030099,0.2136,-0.13964,0.2691,-0.022873,0.050851,0.087092,-0.0095983,0.14264,0.069025
-0.077643,-0.040186,-0.23053,-0.038161,0.20586,0.13074,-0.060141,-0.092381,-0.12864,-0.14964
