0.0197543999999999,0.1127017
0.0197543999999999,0.5
0.0197543999999999,0.8872983
0.1127017,0.0197543999999999
0.1127017,0.1127017
0.1127017,0.2828781
0.1127017,0.5
0.1127017,0.7171219
0.1127017,0.8872983
0.1127017,0.9802456
0.2828781,0.1127017
0.2828781,0.5
0.2828781,0.8872983
0.5,0.0197543999999999
0.5,0.1127017
0.5,0.2828781
0.5,0.5
0.5,0.7171219
0.5,0.8872983
0.5,0.9802456
0.7171219,0.1127017
0.7171219,0.5
0.7171219,0.8872983
0.8872983,0.0197543999999999
0.8872983,0.1127017
0.8872983,0.2828781
0.8872983,0.5
0.8872983,0.7171219
0.8872983,0.8872983
0.8872983,0.9802456
0.9802456,0.1127017
0.9802456,0.5
0.9802456,0.8872983
